indicator_name,indicator_feature_combined
Stock of Brazilian Concentrate at Tianjin port,"Stock of Brazilian Concentrate at Tianjin port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Brazilian Concentrate at Zhanjiang port,"Stock of Brazilian Concentrate at Zhanjiang port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Brazilian Concentrate at Zhoushan port,"Stock of Brazilian Concentrate at Zhoushan port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Brazilian Concentrate at ports,"Stock of Brazilian Concentrate at ports_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Stock of Brazilian Lump at Caofeidian port,"Stock of Brazilian Lump at Caofeidian port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Brazilian Lump at Fuzhou port,"Stock of Brazilian Lump at Fuzhou port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Brazilian Lump at Huanghua port,"Stock of Brazilian Lump at Huanghua port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Brazilian Lump at Jiangyin port,"Stock of Brazilian Lump at Jiangyin port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Brazilian Lump at Jingtang port,"Stock of Brazilian Lump at Jingtang port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Brazilian Lump at Lanqiao port,"Stock of Brazilian Lump at Lanqiao port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Brazilian Lump at Lanshan port,"Stock of Brazilian Lump at Lanshan port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Brazilian Lump at Lianyungang port,"Stock of Brazilian Lump at Lianyungang port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Brazilian Lump at Nantong port,"Stock of Brazilian Lump at Nantong port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Brazilian Lump at Qingdao port,"Stock of Brazilian Lump at Qingdao port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Brazilian Lump at Rizhao port,"Stock of Brazilian Lump at Rizhao port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Brazilian Lump at Taicang port,"Stock of Brazilian Lump at Taicang port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Brazilian Lump at Tianjin port,"Stock of Brazilian Lump at Tianjin port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Brazilian Lump at Zhanjiang port,"Stock of Brazilian Lump at Zhanjiang port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Brazilian Lump at Zhoushan port,"Stock of Brazilian Lump at Zhoushan port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Brazilian Lump at ports,"Stock of Brazilian Lump at ports_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Brazilian Pellet at Caofeidian port,"Stock of Brazilian Pellet at Caofeidian port_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
Stock of Brazilian Pellet at Fuzhou port,"Stock of Brazilian Pellet at Fuzhou port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Brazilian Pellet at Huanghua port,"Stock of Brazilian Pellet at Huanghua port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Brazilian Pellet at Jiangyin port,"Stock of Brazilian Pellet at Jiangyin port_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
Stock of Brazilian Pellet at Jingtang port,"Stock of Brazilian Pellet at Jingtang port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Brazilian Pellet at Lanqiao port,"Stock of Brazilian Pellet at Lanqiao port_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
Stock of Brazilian Pellet at Lanshan port,"Stock of Brazilian Pellet at Lanshan port_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
Stock of Brazilian Pellet at Lianyungang port,"Stock of Brazilian Pellet at Lianyungang port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Brazilian Pellet at Nantong port,"Stock of Brazilian Pellet at Nantong port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Brazilian Pellet at Qingdao port,"Stock of Brazilian Pellet at Qingdao port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Brazilian Pellet at Rizhao port,"Stock of Brazilian Pellet at Rizhao port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Brazilian Pellet at Taicang port,"Stock of Brazilian Pellet at Taicang port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Brazilian Pellet at Tianjin port,"Stock of Brazilian Pellet at Tianjin port_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
Stock of Brazilian Pellet at Zhanjiang port,"Stock of Brazilian Pellet at Zhanjiang port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Brazilian Pellet at Zhoushan port,"Stock of Brazilian Pellet at Zhoushan port_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
Stock of Brazilian Pellet at ports,"Stock of Brazilian Pellet at ports_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of CSN Fines at Caofeidian port,"Stock of CSN Fines at Caofeidian port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of CSN Fines at Fuzhou port,"Stock of CSN Fines at Fuzhou port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of CSN Fines at Huanghua port,"Stock of CSN Fines at Huanghua port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of CSN Fines at Jiangyin port,"Stock of CSN Fines at Jiangyin port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of CSN Fines at Jingtang port,"Stock of CSN Fines at Jingtang port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of CSN Fines at Lanqiao port,"Stock of CSN Fines at Lanqiao port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of CSN Fines at Lanshan port,"Stock of CSN Fines at Lanshan port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of CSN Fines at Lianyungang port,"Stock of CSN Fines at Lianyungang port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of CSN Fines at Nantong port,"Stock of CSN Fines at Nantong port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of CSN Fines at Qingdao port,"Stock of CSN Fines at Qingdao port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of CSN Fines at Rizhao port,"Stock of CSN Fines at Rizhao port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of CSN Fines at Taicang port,"Stock of CSN Fines at Taicang port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of CSN Fines at Tianjin port,"Stock of CSN Fines at Tianjin port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of CSN Fines at Zhanjiang port,"Stock of CSN Fines at Zhanjiang port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of CSN Fines at Zhoushan port,"Stock of CSN Fines at Zhoushan port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of CSN Fines at ports,"Stock of CSN Fines at ports_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Canadian Concentrate at Caofeidian port,"Stock of Canadian Concentrate at Caofeidian port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Canadian Concentrate at Fuzhou port,"Stock of Canadian Concentrate at Fuzhou port_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Stock of Canadian Concentrate at Huanghua port,"Stock of Canadian Concentrate at Huanghua port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Canadian Concentrate at Jiangyin port,"Stock of Canadian Concentrate at Jiangyin port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Canadian Concentrate at Jingtang port,"Stock of Canadian Concentrate at Jingtang port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Canadian Concentrate at Lanqiao port,"Stock of Canadian Concentrate at Lanqiao port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Canadian Concentrate at Lanshan port,"Stock of Canadian Concentrate at Lanshan port_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Stock of Canadian Concentrate at Lianyungang port,"Stock of Canadian Concentrate at Lianyungang port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Canadian Concentrate at Nantong port,"Stock of Canadian Concentrate at Nantong port_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Stock of Canadian Concentrate at Qingdao port,"Stock of Canadian Concentrate at Qingdao port_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Stock of Canadian Concentrate at Rizhao port,"Stock of Canadian Concentrate at Rizhao port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Canadian Concentrate at Taicang port,"Stock of Canadian Concentrate at Taicang port_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Stock of Canadian Concentrate at Tianjin port,"Stock of Canadian Concentrate at Tianjin port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Canadian Concentrate at Zhanjiang port,"Stock of Canadian Concentrate at Zhanjiang port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Canadian Concentrate at Zhoushan port,"Stock of Canadian Concentrate at Zhoushan port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Canadian Concentrate at ports,"Stock of Canadian Concentrate at ports_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Stock of Canadian Pellet at Caofeidian port,"Stock of Canadian Pellet at Caofeidian port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Canadian Pellet at Fuzhou port,"Stock of Canadian Pellet at Fuzhou port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Canadian Pellet at Huanghua port,"Stock of Canadian Pellet at Huanghua port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Canadian Pellet at Jiangyin port,"Stock of Canadian Pellet at Jiangyin port_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
Stock of Canadian Pellet at Jingtang port,"Stock of Canadian Pellet at Jingtang port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Canadian Pellet at Lanqiao port,"Stock of Canadian Pellet at Lanqiao port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Canadian Pellet at Lanshan port,"Stock of Canadian Pellet at Lanshan port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Canadian Pellet at Lianyungang port,"Stock of Canadian Pellet at Lianyungang port_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
Stock of Canadian Pellet at Nantong port,"Stock of Canadian Pellet at Nantong port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Canadian Pellet at Qingdao port,"Stock of Canadian Pellet at Qingdao port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Canadian Pellet at Rizhao port,"Stock of Canadian Pellet at Rizhao port_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
Stock of Canadian Pellet at Taicang port,"Stock of Canadian Pellet at Taicang port_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
Stock of Canadian Pellet at Tianjin port,"Stock of Canadian Pellet at Tianjin port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Canadian Pellet at Zhanjiang port,"Stock of Canadian Pellet at Zhanjiang port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Canadian Pellet at Zhoushan port,"Stock of Canadian Pellet at Zhoushan port_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
Stock of Canadian Pellet at ports,"Stock of Canadian Pellet at ports_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
Stock of Chilean Concentrate at Caofeidian port,"Stock of Chilean Concentrate at Caofeidian port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Chilean Concentrate at Fuzhou port,"Stock of Chilean Concentrate at Fuzhou port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Chilean Concentrate at Huanghua port,"Stock of Chilean Concentrate at Huanghua port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Chilean Concentrate at Jiangyin port,"Stock of Chilean Concentrate at Jiangyin port_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Stock of Chilean Concentrate at Jingtang port,"Stock of Chilean Concentrate at Jingtang port_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Stock of Chilean Concentrate at Lanqiao port,"Stock of Chilean Concentrate at Lanqiao port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Chilean Concentrate at Lanshan port,"Stock of Chilean Concentrate at Lanshan port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Chilean Concentrate at Lianyungang port,"Stock of Chilean Concentrate at Lianyungang port_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Stock of Chilean Concentrate at Nantong port,"Stock of Chilean Concentrate at Nantong port_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Stock of Chilean Concentrate at Qingdao port,"Stock of Chilean Concentrate at Qingdao port_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Stock of Chilean Concentrate at Rizhao port,"Stock of Chilean Concentrate at Rizhao port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Chilean Concentrate at Taicang port,"Stock of Chilean Concentrate at Taicang port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Chilean Concentrate at Tianjin port,"Stock of Chilean Concentrate at Tianjin port_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Stock of Chilean Concentrate at Zhanjiang port,"Stock of Chilean Concentrate at Zhanjiang port_weekly_weekly_China_Mysteel_Concentrates, Iron Ore"
Stock of Chilean Concentrate at Zhoushan port,"Stock of Chilean Concentrate at Zhoushan port_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Stock of Chilean Concentrate at ports,"Stock of Chilean Concentrate at ports_weekly_weekly_China_Mysteel_Iron Ore, Concentrates"
Stock of Chilean Fines at Caofeidian port,"Stock of Chilean Fines at Caofeidian port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Chilean Fines at Fuzhou port,"Stock of Chilean Fines at Fuzhou port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Chilean Fines at Huanghua port,"Stock of Chilean Fines at Huanghua port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of Chilean Fines at Jiangyin port,"Stock of Chilean Fines at Jiangyin port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Chilean Fines at Jingtang port,"Stock of Chilean Fines at Jingtang port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of Chilean Fines at Lanqiao port,"Stock of Chilean Fines at Lanqiao port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of Chilean Fines at Lanshan port,"Stock of Chilean Fines at Lanshan port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of Chilean Fines at Lianyungang port,"Stock of Chilean Fines at Lianyungang port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of Chilean Fines at Nantong port,"Stock of Chilean Fines at Nantong port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of Chilean Fines at Qingdao port,"Stock of Chilean Fines at Qingdao port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of Chilean Fines at Rizhao port,"Stock of Chilean Fines at Rizhao port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Chilean Fines at Taicang port,"Stock of Chilean Fines at Taicang port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of Chilean Fines at Tianjin port,"Stock of Chilean Fines at Tianjin port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of Chilean Fines at Zhanjiang port,"Stock of Chilean Fines at Zhanjiang port_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Chilean Fines at Zhoushan port,"Stock of Chilean Fines at Zhoushan port_weekly_weekly_China_Mysteel_Iron Ore, Sinter Fines"
Stock of Chilean Fines at ports,"Stock of Chilean Fines at ports_weekly_weekly_China_Mysteel_Sinter Fines, Iron Ore"
Stock of Chilean Lump at Caofeidian port,"Stock of Chilean Lump at Caofeidian port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Chilean Lump at Fuzhou port,"Stock of Chilean Lump at Fuzhou port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Chilean Lump at Huanghua port,"Stock of Chilean Lump at Huanghua port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Chilean Lump at Jiangyin port,"Stock of Chilean Lump at Jiangyin port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Chilean Lump at Jingtang port,"Stock of Chilean Lump at Jingtang port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Chilean Lump at Lanqiao port,"Stock of Chilean Lump at Lanqiao port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Chilean Lump at Lanshan port,"Stock of Chilean Lump at Lanshan port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Chilean Lump at Lianyungang port,"Stock of Chilean Lump at Lianyungang port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Chilean Lump at Nantong port,"Stock of Chilean Lump at Nantong port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Chilean Lump at Qingdao port,"Stock of Chilean Lump at Qingdao port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Chilean Lump at Rizhao port,"Stock of Chilean Lump at Rizhao port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Chilean Lump at Taicang port,"Stock of Chilean Lump at Taicang port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Chilean Lump at Tianjin port,"Stock of Chilean Lump at Tianjin port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Chilean Lump at Zhanjiang port,"Stock of Chilean Lump at Zhanjiang port_weekly_weekly_China_Mysteel_Lumps, Iron Ore"
Stock of Chilean Lump at Zhoushan port,"Stock of Chilean Lump at Zhoushan port_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Chilean Lump at ports,"Stock of Chilean Lump at ports_weekly_weekly_China_Mysteel_Iron Ore, Lumps"
Stock of Chilean Pellet at Caofeidian port,"Stock of Chilean Pellet at Caofeidian port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Chilean Pellet at Fuzhou port,"Stock of Chilean Pellet at Fuzhou port_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
Stock of Chilean Pellet at Huanghua port,"Stock of Chilean Pellet at Huanghua port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Chilean Pellet at Jiangyin port,"Stock of Chilean Pellet at Jiangyin port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Chilean Pellet at Jingtang port,"Stock of Chilean Pellet at Jingtang port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Chilean Pellet at Lanqiao port,"Stock of Chilean Pellet at Lanqiao port_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
Stock of Chilean Pellet at Lanshan port,"Stock of Chilean Pellet at Lanshan port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Chilean Pellet at Lianyungang port,"Stock of Chilean Pellet at Lianyungang port_weekly_weekly_China_Mysteel_Pellets, Iron Ore"
Stock of Chilean Pellet at Nantong port,"Stock of Chilean Pellet at Nantong port_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
Stock of Chilean Pellet at Qingdao port,"Stock of Chilean Pellet at Qingdao port_weekly_weekly_China_Mysteel_Iron Ore, Pellets"
